statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
SHARP enables live coders to engage with musical form dynamically during performances.,5,-48.98747,20.311382,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"AI-powered chatbots promote participants' feelings of agency, closing the power gap between participants and researchers.",2,0.4493776,20.67243,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
AI strategies based on cell geometry and chessboard region reduce search space in Hex games.,0,-4.017477,11.827569,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
SAM chatbot model improves response selection accuracy by up to 1.5% R10@1 on the Ubuntu Dialogue Corpus V2.,6,-30.61365,-34.120735,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"AI tuning to reduce false negatives enhances users' ability to reject incorrect recommendations, improving overall accuracy.",0,14.09764,-17.613707,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI partner CoBi enhances student collaboration by facilitating negotiation of classroom agreements.,0,-19.88226,3.662544,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI methods increase idea relevancy in co-creation workshops.,7,-23.31205,6.8881783,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI explanations generally increase clinician confidence in treatment recommendations for sepsis.,0,-1.5469215,-24.867138,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Generative AI tools like ChatGPT and Midjourney enhance children's creative expression by facilitating visual storytelling.,7,-33.358574,9.654107,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Workers' beliefs about AI capabilities influence their reliance on AI-assisted decision-making.,3,24.69496,7.0759897,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
The AI sketching tool facilitates ideation and helps overcome design fixation.,7,-30.16381,2.3687232,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Supportive functions in the AI platform reduce cognitive loads by offering prompt suggestions and conversation explanations.,0,-12.037436,9.040771,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI creatures can autonomously follow each other to lift heavy objects in virtual environments.,2,17.600016,26.251272,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"AI-based expert support system, AlphaDAPR, increases art therapists' willingness to use drawing assessments by 64.06%.",0,-3.9476058,-23.24646,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Users perceive co-creative AI as more reliable, personal, and intelligent when the AI communicates with them.",2,14.840185,17.65958,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Rule-based AI agents differ from reinforcement learning-based agents in perceived cooperativity and teaming perception.,2,21.960518,25.027403,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Self-voice alarms increase task completion and repetition more than beep sound alarms.,4,14.274018,46.747993,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"AI decision-making studies lack consideration of task complexity, limiting the generalizability of findings.",3,29.672556,0.68058467,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"The two-sided fairness framework improves system design by integrating human cognitive biases with algorithmic biases, resulting in fairer decision-making processes.",1,26.956419,-32.677547,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Generative AI as expressive materials in therapy enhances family communication by facilitating creative expression.,7,-33.456074,11.475037,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Chatbots can emulate human interviewers using effective communication strategies.,4,-1.5594543,22.713623,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Smart speaker enthusiasts struggle with breakdowns in their IoT infrastructure.,4,40.494625,15.836329,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Public defenders encounter challenges in contesting AI forensic tools due to limited access to system development details.,3,50.963093,-2.9435759,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI models using Facebook data can predict relapse in schizophrenia patients.,0,2.5418408,-21.01297,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Participants prefer GP-TSM over existing text rendering methods for reading comprehension tasks.,6,-27.726158,41.217766,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"The AI-based assembly method effectively segments, deforms, and stitches 3D model components.",7,-43.753265,5.1384225,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"AI explanations may inadvertently cause an anchoring effect, leading teachers to rely too heavily on model judgments.",3,39.145657,-16.977787,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Visual similarity in AI responses is prevalent during detailed design stages, aligning with combinatorial creativity.",7,-33.857494,0.788751,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Humans outperform state-of-the-art AI models in discerning audio authenticity, despite the task's psychological demands.",3,40.06251,-26.983627,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Analysts use diverse verification approaches influenced by their programming and analysis backgrounds.,6,19.666895,-28.90619,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-embedded coding systems enhance documentation accuracy by auto-suggesting codes from Electronic Healthcare Records.,0,-7.887773,-23.895252,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Visualizing data distributions and model performance does not reduce reliance on machine learning models.,6,35.69578,-12.548944,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"Users benefit from ForSense's machine support, which enhances online research efficiency despite imprecise machine suggestions.",5,-46.497814,-25.202946,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Students with varying attitudes toward AI prefer different methods for analyzing their AI usage in project-based learning.,2,12.11235,14.038614,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
African American respondents exhibit AI preferences similar to both European American and Chinese respondents.,3,37.978714,21.642763,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Writers with high self-confidence distrust AI in complex tasks like character and dialogue creation.,3,-5.2314706,38.110096,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Eye gaze duration on AI suggestions strongly correlates with user agreement and perceived reliance.,4,25.080988,10.784302,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
70% of students are willing to use NewtBot for their physics school work despite initial apprehensions about chatbots.,4,-7.320649,30.572193,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Generative AI in ID.8 enables inclusive storytelling by simplifying content creation and allowing customization.,7,-34.842365,9.438895,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"AI embodiment in a robot interface closely resembles human-human collaboration, influencing participant perceptions.",2,17.133524,21.26259,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Community features can enhance user trust in AI code generation systems by providing relevant social signals.,1,8.977986,-19.850147,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Large Language Models challenge traditional explainability by limiting the ability to open the AI 'black-box'.,1,-28.307657,-17.716051,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Interactive AI tools enhance prediction accuracy by incorporating user knowledge in marathon planning.,0,-13.736116,13.224045,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Bias mitigation strategies in AI systems may impact procedure time, raising concerns among clinicians.",3,43.611877,-12.882083,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"XAI nudges users towards forming uniform judgments of news veracity, indicating reliance on AI explanations.",1,11.310527,-7.1921096,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
FINER improves explanation quality for risk detection by fine-tuning classifiers with an explanation-guided multi-task learning strategy.,6,-18.84797,-35.935608,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Limited operator trust impedes the adoption of smart water systems in urban sewer management.,3,51.627155,1.9649596,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
The algorithm improves product preference agreement by 5% in a crowd-sourced study.,6,1.206018,-40.69374,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Groups achieve fairer decisions than individuals based on the accuracy equality criterion.,6,37.509678,-6.9971437,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"Organizational factors, including county norms and information dissemination issues, significantly influence judges' resistance to AI-based tools.",3,47.886032,-2.9506772,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Machine learning models with feature selection provide kinematic feature-based analysis as AI explanations for expert knowledge integration.,1,1.0822656,-16.110022,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
The AI application 'Find My Things' enables individuals who are blind or have low vision to locate personal items through user-driven teaching.,0,-30.43856,27.495544,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Sincere apologies by AI agents enhance the perceived effectiveness in error recovery.,2,27.551195,20.337574,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Human involvement in reviews increases the likelihood of favorable outcomes and maintains dignity.,4,33.57506,-30.43291,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI-powered chatbots enhance informed consent by improving consent form reading in online studies.,0,-0.42076692,19.78187,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Vision-language models generate accurate radiology findings from medical images.,6,-15.417174,-31.105688,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Conversational agents display empathy but struggle to interpret and explore users' experiences compared to humans.,4,3.2599695,26.262318,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"Employees perceive six types of burdens—emotional, mental, bias, manipulation, privacy, and social—related to AI in human resource management.",3,38.255814,3.1356583,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Decision subjects' retention in AI systems is driven by personal prospects of favorable outcomes rather than fairness perceptions.,3,41.7775,-5.7900105,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI system explanations for non-experts in healthcare enhance user trust perceptions.,1,14.261944,-10.1173725,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Photo Steward's stewardship visualizations assist users in accurately assessing photo ID information, fostering diverse stigmergic collaboration.",5,-39.89658,-38.600895,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"AI agents can achieve human-like behavior in 3D video game navigation tasks, as evidenced by human judges' inability to distinguish between AI and human navigators.",2,18.477974,24.233612,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Proactive actuation strategies enhance visual AI sensors' inference accuracy in smart homes.,0,-3.634556,-0.61986995,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI systems cause negative perceptions in group settings when perceived as treating some members unfairly.,3,40.20144,-3.949238,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Participants found the breadth-first AI-generated research questions more creative and trustworthy after task completion.,4,-9.853317,18.6625,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI models dynamically alter dance movements by manipulating animation keyframes and joint motions in real-time.,7,-35.725166,19.825663,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Patients' preferences for AI autonomy in healthcare decision making vary by individual and context.,3,16.864853,12.415823,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Users face barriers in aligning text-to-image AI outputs with their intents, necessitating improved prompt crafting knowledge.",7,-23.019339,22.408741,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
First impressions of an AI system significantly influence trust formation.,3,28.37653,-13.689249,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
LIMEADE improves accuracy in image classification by integrating human advice into opaque models.,6,7.74265,-38.88655,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Wander employs defamiliarization to offer new perspectives through everyday communication.,5,-53.551647,12.822687,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"GANravel enables users to iteratively improve editing directions, outperforming state-of-the-art direction discovery baselines.",5,-47.29412,-4.1194453,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Conversational agents using non-human metaphors reduce perceived cognitive load among workers.,4,13.149505,32.626904,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Grounded abstraction matching improves end-users' understanding of the scope and capabilities of the AI code-generating model.,1,-41.495426,-19.480282,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Practitioners desire more support for early phase ideation and problem formulation to prevent AI product failures.,0,-17.209183,-7.281081,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
XAIR framework enhances AI design by providing clear guidelines for effective AI explanations in Augmented Reality environments.,1,7.4966774,-1.8124955,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
CL exploitation strategies enhance appropriate human trust in AI compared to relying solely on AI confidence.,1,20.982952,-13.127073,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI explanations without recommendations lead to more accurate decisions and learning gains.,0,16.781036,0.817448,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Interruption management is desired by users if they feel in control.,4,7.1426983,34.14352,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
AI partners following human initiative are perceived as warmer and more collaborative.,2,17.22991,20.733032,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Metrics influence fairness perception by affecting which models practitioners deem fair.,6,40.89402,-8.774474,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Transfer learning on the EAVE dataset confirms performance advancements when AI agents receive guidance in a critical period.,6,-11.414104,25.149012,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
The Value Cards toolkit enhances students' understanding of technical definitions and trade-offs of performance metrics in real-world contexts.,5,-21.52526,-23.016647,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Task difficulty and explanation complexity influence the level of overreliance on AI predictions.,3,27.968208,-0.75172955,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Conversational agents make value judgments about certain human identities, sometimes encouraging harmful ideologies like Nazism and xenophobia.",4,31.27865,17.846428,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"The sighted group excels at detecting deepfake-generated audio, while the blind group excels at detecting text-to-speech (TTS) generated audio.",6,40.22676,-27.000845,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Participants foresee potential harms from technical limitations and misaligned notions of 'worker wellbeing' in AI-driven workplace technologies.,3,39.344353,5.7228394,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Fostering intrinsic motivation in decision-makers leads to a better subjective experience when using AI decision support tools.,2,2.4475813,-0.7567998,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
AI practitioners in non-tech sectors experience challenges balancing resource management and performance optimization.,3,43.722683,2.3218725,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
58% of AI startups have established AI principles to address ethical issues.,3,26.028173,-27.395649,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"SepsisLab provides actionable suggestions for additional lab tests, improving decision-making accuracy in sepsis diagnosis.",6,-10.535723,-36.332848,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"GANravel facilitates high-quality image and GIF editing in creative tasks, such as creating dog memes.",5,-47.15092,-3.9577737,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Carousel-based interfaces enhance user navigability by organizing recommendations into topic-focused item lists.,5,-9.245711,-8.288366,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI-generated texts enrich writing by introducing unexpected elements that enhance creativity.,7,-30.136202,8.641414,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Ensemble-based machine learning model predicts driver situation awareness with 78.02% accuracy using physiological and gaze data.,6,-3.8798287,-18.630167,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI is perceived to have a significant impact on society.,3,37.210644,8.655425,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI assistants' values influence the ideation process by reflecting in the generated ideas.,2,-21.886864,7.8823915,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Digital storytelling applications facilitate social inclusion by addressing diverse needs in marginalized communities.,5,-29.551321,13.662926,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Generative AI models enhance sound design by offering creative support tools for professionals.,7,-38.806965,12.1055565,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"79.2% of Indian users accept AI decisions, indicating a high level of trust in AI systems.",3,26.134563,-15.296117,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI design features face challenges in proving their return on investment, hindering their adoption by designers.",3,46.002743,2.744012,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"LLMs exhibit high performance on basic prompts but lack robustness to irrelevant context changes, limiting their Theory of Mind capabilities.",6,-17.817131,25.067068,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-powered reminders are most beneficial to users whose work styles align with the functions of the Viva Daily Briefing Email.,0,-14.18698,16.79969,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI-driven text prompts enable rapid ideation of diverse shape-changing behaviors in pin-based displays.,7,-26.181793,14.094597,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
xPath enhances AI integration into pathology practice as confirmed by evaluations and sessions with 12 medical professionals.,0,-8.769402,-29.170483,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Allowing decision-makers to solicit peer second opinions can mitigate over-reliance without increasing under-reliance in some cases.,3,28.507797,-20.42152,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
FINER outperforms a state-of-the-art tool in facilitating malware analysis by providing high-fidelity and intelligible explanations.,6,-18.851013,-35.92251,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"AI-powered Surgment facilitates the creation of educational exercises, providing high-value visual feedback.",0,-17.483595,0.5114279,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Interacting with AI clones of known individuals risks misrepresentation and over-attachment.,3,34.728455,17.274788,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
The AI multi-task learning model accurately predicts future suicidality in bipolar disorder patients by analyzing social media posts.,0,2.6451116,-20.976088,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Generative machine learning in LingoLand creates personalized language missions, enhancing learner engagement.",7,-19.049911,14.490271,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"Inaccurate machine translations can have social consequences, as users struggle to discern intent from disfluency.",4,47.588943,17.875546,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Six participants with varying motor abilities successfully played rehabilitative games using AI-assisted partial automation.,2,5.0965133,43.687878,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Including dance practitioners in the development process of AI models fosters serendipitous moments of discovery in dance.,7,-36.72321,17.069393,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Generative AI and human-in-the-loop interaction enhance the diversity and creativity of music synthesis.,7,-39.81264,13.069171,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Outcome feedback significantly enhances user trust in AI compared to interpretability.,1,21.410063,-9.101652,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Chaining LLM steps improves task outcomes by enhancing system transparency and controllability.,6,-28.09366,-12.808147,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"End-users prefer XAI explanations that provide practical, actionable information over technical system details.",1,12.156557,-5.287027,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Adoption of AI recommendations by humans varies with the stakes of the decision.,3,24.784008,4.9057527,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"The AI-based JITAI system, Time2Stop, reduces smartphone overuse by decreasing app visit frequency by 7.0 ∼ 8.9%.",0,3.1647372,-8.490896,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
GremoBot reinforces positive feelings by steering group members away from negative words.,4,15.41229,37.22956,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Automated feature selection methods improve the accuracy of extracting action conditions for BT generation in robotic tasks.,6,-14.533499,30.601568,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Simple operations on drawings enhance user understanding of the AI system.,0,-16.291843,-3.594586,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Silly rules increase the legibility of normative systems for AI systems by providing clearer distinctions within complex rule structures.,1,-0.7800212,-8.260593,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI systems' effectiveness in supporting social sensemaking depends on human-AI interaction rather than AI capabilities alone.,2,18.17789,5.786751,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
AI tools enhance NLP model analysis by grouping similar instances for systematic insights.,0,-8.908339,-11.6354265,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI algorithms tailor consent-related conversation prompts to individual user preferences.,0,-1.2321457,18.609303,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Participants who overestimate their performance tend to under-rely on AI systems, which hinders optimal team performance.",3,26.288239,1.1719624,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Mix3D system enables amateur users to model and animate 3D hybrid creatures efficiently.,5,-44.8357,4.6964006,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Users can recognize and correct potentially inaccurate information in LLM-generated text using RELIC.,6,-31.279644,-24.22634,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-enhanced user interactions increase engagement by integrating task context and user perceptions.,2,-9.125415,8.599539,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Time spent on diagnostic tasks was not increased by making provisional decisions before AI input.,3,28.312248,3.451197,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Developers prefer Matcha for its accuracy benefits over Google's official tool.,6,-14.730468,-47.84892,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-based platforms improve decision-making by enhancing human-AI interaction in course credit equivalency decisions.,0,0.09350088,-0.23549533,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Chemists using RetroLens experience reduced cognitive load, increasing their confidence in planning complex syntheses.",5,-54.97562,-4.8730297,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Open-ended AI systems enhance capability extension in blind children by providing continuous, real-time information.",0,-32.778324,27.773424,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"AI models achieve 82.0% accuracy in detecting hyperactivity without relying on activity labels, reducing parent burden.",0,-5.6197476,-16.172726,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI decision support tools in social work need to integrate contextual knowledge to enhance decision-making.,0,15.136771,-27.159931,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"FedHumor enhances humor recognition by incorporating diverse humor preferences through Federated Learning, outperforming nine state-of-the-art models.",6,-23.502539,-34.497734,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Information presentation beyond explanations moderates trust formation during human-AI interactions.,1,17.3602,-9.329026,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Local explanations may not effectively aid AI-assisted decision making, suggesting a need for new explainability approaches.",1,19.595516,-4.707461,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
The AI framework effectively retrieves visually similar design examples by modeling UI context and hierarchical structure.,0,-19.562624,-18.59877,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Tangentially related responses from Google Home facilitate conversational grounding, extending user interaction.",4,-0.57351774,31.113323,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
User-initiated feedback instructions reduce perceived disruptiveness in voice assistant interactions.,4,4.9156127,31.200808,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Computer vision tools require intentional design to actively scaffold and support critical reflection during interaction.,5,-16.17328,4.1035304,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI agents' performance is perceived to have less variation across different types of problems.,2,25.082941,23.484938,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
ChatGPT enhances perceptions of productivity and accomplishment by enabling greater creative output and tool satisfaction.,5,-24.069223,33.656136,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Large language models reduce authors' burden by assisting in creating QA-style articles.,6,-33.715473,-18.66888,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI-assisted debiasing strategies enhance fairness in search and recommender systems by addressing both cognitive and algorithmic biases.,0,24.827837,-33.398533,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Tutorial interventions effectively help users with overestimated self-assessment to calibrate their self-assessment and facilitate appropriate reliance on AI systems.,1,5.88209,3.875218,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
User evaluations show that ID.8 provides a positive experience in terms of enjoyment and exploration.,4,-11.583638,35.520412,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
